"SNP_name"	"chromosome"	"Physical_Position"	"rawData.log2ratio."
"SNP_A-1873340"	11	104264184	0.176197
"SNP_A-2072348"	11	104264498	0.524202
"SNP_A-2246625"	11	104264756	0.311497
"SNP_A-2050444"	11	104291233	0.436654
"SNP_A-1821213"	11	104292183	0.336755
"SNP_A-1951849"	11	104294172	0.783927
"SNP_A-1874905"	11	104294431	0.071339
"SNP_A-1861737"	11	104309783	0.66399
"SNP_A-1869405"	11	104333516	0.291301
"SNP_A-2142317"	11	104333947	0.315343
"SNP_A-4194321"	11	104342367	0.109704
"SNP_A-4217869"	11	104343681	0.435242
"SNP_A-2036712"	11	104381934	0.212886
"SNP_A-2111178"	11	104382752	0.365749
"SNP_A-4238639"	11	104382927	0.633704
"SNP_A-2306580"	11	104399086	0.176326
"SNP_A-2046491"	11	104399381	0.241303
"SNP_A-4234808"	11	104400407	0.357346
"SNP_A-2136349"	11	104401086	0.582663
"SNP_A-2081683"	11	104410375	0.170098
"SNP_A-2278320"	11	104417431	0.688485
"SNP_A-2300212"	11	104424602	0.526914
"SNP_A-1831216"	11	104455217	-0.098811
"SNP_A-2224077"	11	104455705	0.360868
"SNP_A-2038221"	11	104463781	0.63942
"SNP_A-2107673"	11	104465662	0.51517
"SNP_A-1923849"	11	104468316	0.365851
"SNP_A-2296028"	11	104484879	0.62353
"SNP_A-1852279"	11	104484927	0.530316
"SNP_A-1949054"	11	104485183	0.385592
"SNP_A-2075123"	11	104486778	0.671488
"SNP_A-2245403"	11	104498619	0.432497
"SNP_A-2015003"	11	104511960	0.188991
"SNP_A-4215502"	11	104512965	0.343122
"SNP_A-1952635"	11	104523133	0.392772
"SNP_A-2126231"	11	104523310	0.121668
"SNP_A-2062819"	11	104523669	0.399762
"SNP_A-2015006"	11	104524163	0.498322
"SNP_A-1886465"	11	104534085	0.536471
"SNP_A-1875791"	11	104544198	0.106624
"SNP_A-1844573"	11	104555102	0.468314
"SNP_A-2197719"	11	104563430	0.681148
"SNP_A-2140295"	11	104565001	0.579112
"SNP_A-2157230"	11	104605071	0.326411
"SNP_A-2056667"	11	104605721	0.266471
"SNP_A-1844991"	11	104606157	0.848836
"SNP_A-1880576"	11	104696787	0.728397
"SNP_A-2213473"	11	104722383	0.395558
"SNP_A-2025689"	11	104729277	0.38606
"SNP_A-1957369"	11	104729456	0.586401
"SNP_A-2109481"	11	104741435	0.344414
"SNP_A-1943509"	11	104742086	0.498165
"SNP_A-4215503"	11	104748581	0.455107
"SNP_A-1894198"	11	104792451	0.30154
"SNP_A-2268683"	11	104792503	0.392433
"SNP_A-4241181"	11	104794259	0.213486
"SNP_A-2125157"	11	104806689	0.467477
"SNP_A-1815859"	11	104878780	0.484294
"SNP_A-2041974"	11	104885646	0.541491
"SNP_A-2137812"	11	104895263	0.641157
"SNP_A-2002203"	11	104895623	0.167796
"SNP_A-2002204"	11	104895924	0.605491
"SNP_A-2046080"	11	104896113	0.369588
"SNP_A-4217700"	11	104900742	0.151733
"SNP_A-2230912"	11	104901823	0.467904
"SNP_A-2200074"	11	104906381	0.763668
"SNP_A-2284243"	11	104929005	0.448718
"SNP_A-1836288"	11	104965252	0.628739
"SNP_A-1926999"	11	105012727	0.446999
"SNP_A-2033235"	11	105015403	0.179487
"SNP_A-2038972"	11	105068384	-0.005311
"SNP_A-4215504"	11	105070676	-0.205704
"SNP_A-1942207"	11	105073621	0.298965
"SNP_A-1815140"	11	105074566	0.665267
"SNP_A-1823626"	11	105080984	0.438081
"SNP_A-1879564"	11	105082410	0.154695
"SNP_A-2182652"	11	105094912	0.49508
"SNP_A-2015042"	11	105118319	0.640071
"SNP_A-2015043"	11	105120104	0.414874
"SNP_A-2015044"	11	105120463	0.553566
"SNP_A-2015046"	11	105143740	0.514034
"SNP_A-1808897"	11	105144566	0.658177
"SNP_A-1804812"	11	105150858	0.109497
"SNP_A-1800386"	11	105163999	0.974677
"SNP_A-1953245"	11	105164699	0.221989
"SNP_A-2308634"	11	105164739	0.498978
"SNP_A-2015054"	11	105191846	0.200238
"SNP_A-1885653"	11	105198350	0.656278
"SNP_A-2192708"	11	105202105	0.102629
"SNP_A-1858801"	11	105204022	0.670354
"SNP_A-2232919"	11	105204258	0.176465
"SNP_A-4232848"	11	105206043	0.247994
"SNP_A-4198403"	11	105207526	0.44573
"SNP_A-2146998"	11	105213413	0.119421
"SNP_A-1857129"	11	105214108	0.142519
"SNP_A-2065491"	11	105222248	1.153873
"SNP_A-2249829"	11	105240320	-0.111038
"SNP_A-2037977"	11	105240365	0.169658
"SNP_A-1960019"	11	105241243	0.399105
"SNP_A-1922122"	11	105285688	0.259962
"SNP_A-2123213"	11	105310316	0.412066
"SNP_A-4223063"	11	105310371	0.144218
"SNP_A-1888720"	11	105340562	0.295462
"SNP_A-4237465"	11	105341450	0.382888
"SNP_A-4195735"	11	105341647	0.295231
"SNP_A-1847098"	11	105347238	0.485417
"SNP_A-2015072"	11	105347293	0.348454
"SNP_A-4217643"	11	105347321	0.493027
"SNP_A-1874848"	11	105349374	0.225456
"SNP_A-2166161"	11	105351597	0.326402
"SNP_A-4214163"	11	105370261	0.299747
"SNP_A-1868836"	11	105370642	0.055054
"SNP_A-2028157"	11	105388824	0.272129
"SNP_A-2174760"	11	105389425	0.263904
"SNP_A-4228841"	11	105406832	0.173133
"SNP_A-4234182"	11	105416001	0.296817
"SNP_A-2174272"	11	105417347	0.664428
"SNP_A-4196342"	11	105418194	0.111845
"SNP_A-2200401"	11	105423802	0.418906
"SNP_A-4222289"	11	105424036	0.274225
"SNP_A-4233202"	11	105424149	0.795132
"SNP_A-2096280"	11	105425885	0.61383
"SNP_A-2055250"	11	105442254	0.58498
"SNP_A-2015076"	11	105456016	0.329928
"SNP_A-2002206"	11	105457332	0.282859
"SNP_A-1942195"	11	105458408	0.331672
"SNP_A-2191718"	11	105474311	0.48121
"SNP_A-1882482"	11	105474912	0.647615
"SNP_A-2163821"	11	105476684	0.084085
"SNP_A-4215506"	11	105488715	0.621499
"SNP_A-4230394"	11	105494424	0.411393
"SNP_A-1903172"	11	105495251	0.365719
"SNP_A-1937637"	11	105498000	0.696557
"SNP_A-2259003"	11	105523680	0.731984
"SNP_A-2279889"	11	105523889	0.614355
"SNP_A-4235854"	11	105552312	0.233049
"SNP_A-2033762"	11	105555379	0.035141
"SNP_A-4215507"	11	105567714	0.462405
"SNP_A-1780381"	11	105567939	0.920859
"SNP_A-2214888"	11	105572881	0.325572
"SNP_A-2130604"	11	105572930	0.136078
"SNP_A-4200066"	11	105573386	0.122058
"SNP_A-4215508"	11	105574382	-0.016225
"SNP_A-2015082"	11	105574558	0.455479
"SNP_A-2015083"	11	105574727	-0.098241
"SNP_A-2015084"	11	105580747	0.19426
"SNP_A-4215509"	11	105596853	0.123273
"SNP_A-4215510"	11	105596868	0.079743
"SNP_A-2015087"	11	105617263	0.46531
"SNP_A-1804049"	11	105635793	0.361913
"SNP_A-2277877"	11	105659503	0.311596
"SNP_A-4215511"	11	105664361	-0.37148
"SNP_A-4203037"	11	105664419	0.267677
"SNP_A-1908006"	11	105666183	0.168665
"SNP_A-2085065"	11	105681730	0.375794
"SNP_A-1842729"	11	105685867	0.217484
"SNP_A-4192830"	11	105728799	0.158222
"SNP_A-1942723"	11	105729079	0.486651
"SNP_A-2158660"	11	105738048	0.42623
"SNP_A-1928333"	11	105738304	0.507215
"SNP_A-1943101"	11	105738380	0.334966
"SNP_A-1802416"	11	105740221	0.253547
"SNP_A-2015088"	11	105767567	0.598352
"SNP_A-2015089"	11	105767607	0.369176
"SNP_A-1810493"	11	105770740	0.497276
"SNP_A-2015097"	11	105788910	0.426902
"SNP_A-4199790"	11	105804569	0.597242
"SNP_A-2090822"	11	105816818	-0.043207
"SNP_A-4201466"	11	105817125	0.356539
"SNP_A-2163266"	11	105818542	0.025487
"SNP_A-2178123"	11	105821269	0.221049
"SNP_A-2015104"	11	105821821	-0.218077
"SNP_A-4215513"	11	105821854	0.176838
"SNP_A-2288000"	11	105823275	0.409076
"SNP_A-4239369"	11	105823864	0.390136
"SNP_A-2291589"	11	105825863	0.531006
"SNP_A-4200960"	11	105830303	0.143407
"SNP_A-2189506"	11	105837765	0.446224
"SNP_A-1820951"	11	105838616	0.052589
"SNP_A-2170831"	11	105842332	0.560441
"SNP_A-4215514"	11	105845891	0.327171
"SNP_A-4231883"	11	105846414	0.643686
"SNP_A-1916140"	11	105846590	0.386256
"SNP_A-4215515"	11	105855084	0.520195
"SNP_A-2250674"	11	105869193	-0.088353
"SNP_A-4215516"	11	105880509	0.184318
"SNP_A-4239345"	11	105895806	0.416369
"SNP_A-1854678"	11	105895863	0.431367
"SNP_A-2157501"	11	105896246	0.304412
"SNP_A-1939013"	11	105897117	0.488327
"SNP_A-1880167"	11	105918766	0.214852
"SNP_A-4204812"	11	105919135	0.416865
"SNP_A-1946979"	11	105919322	0.330808
"SNP_A-1875335"	11	105921644	0.09813
"SNP_A-2055349"	11	105922131	0.234275
"SNP_A-2268976"	11	105944474	0.374853
"SNP_A-2022114"	11	105962598	0.402101
"SNP_A-4228545"	11	105980351	-0.04181
"SNP_A-2053509"	11	105980473	0.075311
"SNP_A-2225914"	11	105983267	0.398802
"SNP_A-4225970"	11	105986967	0.419955
"SNP_A-1907690"	11	105987979	0.412639
"SNP_A-2015108"	11	105997051	0.456773
"SNP_A-2015109"	11	105997731	0.435767
"SNP_A-1902693"	11	106010359	0.199093
"SNP_A-1810578"	11	106010811	0.47622
"SNP_A-4230574"	11	106011809	0.271503
"SNP_A-2031145"	11	106024340	0.394599
"SNP_A-4219299"	11	106031815	0.415498
"SNP_A-2036995"	11	106033279	0.17136
"SNP_A-4219155"	11	106036845	-0.06681
"SNP_A-2303199"	11	106094921	0.629928
"SNP_A-1855784"	11	106103496	0.59167
"SNP_A-1901679"	11	106109050	0.327534
"SNP_A-2189000"	11	106134781	0.215571
"SNP_A-2015111"	11	106136475	0.269297
"SNP_A-4223048"	11	106171543	-0.00079
"SNP_A-4237156"	11	106180239	0.362558
"SNP_A-2081701"	11	106180520	0.065757
"SNP_A-4218517"	11	106180541	0.412868
"SNP_A-1875269"	11	106200247	-0.248051
"SNP_A-2015112"	11	106209460	0.555872
"SNP_A-4221679"	11	106213269	0.469833
"SNP_A-1949943"	11	106219582	0.141743
"SNP_A-2015114"	11	106223949	0.17993
"SNP_A-2015115"	11	106224087	0.466308
"SNP_A-2250571"	11	106237478	0.472198
"SNP_A-4235946"	11	106272313	-0.254078
"SNP_A-2091084"	11	106284519	0.589853
"SNP_A-2279102"	11	106317118	0.214192
"SNP_A-2222172"	11	106320711	0.492682
"SNP_A-1934151"	11	106326485	0.20128
"SNP_A-4198543"	11	106333951	0.217427
"SNP_A-4215518"	11	106341710	0.400015
"SNP_A-2052142"	11	106344390	0.326159
"SNP_A-2151173"	11	106351279	0.176676
"SNP_A-2201237"	11	106356732	0.345398
"SNP_A-4204410"	11	106364153	0.642044
"SNP_A-2295636"	11	106364880	0.334639
"SNP_A-2215553"	11	106372484	-0.149589
"SNP_A-2015125"	11	106376316	0.709043
"SNP_A-2153451"	11	106377280	0.746589
"SNP_A-1939318"	11	106377319	0.438115
"SNP_A-1927433"	11	106417979	0.268435
"SNP_A-2154091"	11	106441899	0.311158
"SNP_A-1780839"	11	106446763	0.231862
"SNP_A-4230787"	11	106452810	0.433028
"SNP_A-2041706"	11	106477550	0.826132
"SNP_A-2076931"	11	106477576	0.159525
"SNP_A-1849193"	11	106492098	0.783145
"SNP_A-2229819"	11	106526201	0.475561
"SNP_A-2232924"	11	106558402	0.470555
"SNP_A-2091023"	11	106578707	0.323549
"SNP_A-2045339"	11	106586198	0.121381
"SNP_A-4217020"	11	106586720	0.087426
"SNP_A-1800532"	11	106588341	0.537236
"SNP_A-1856590"	11	106589925	0.640051
"SNP_A-4217101"	11	106600844	0.415978
"SNP_A-1935646"	11	106608670	0.337585
"SNP_A-4226299"	11	106618811	0.351849
"SNP_A-2125318"	11	106619270	0.413893
"SNP_A-4203090"	11	106619409	0.528911
"SNP_A-1841946"	11	106619432	0.382203
"SNP_A-1820772"	11	106630135	0.222321
"SNP_A-4206127"	11	106652693	-0.235954
"SNP_A-1914498"	11	106685152	0.365799
"SNP_A-2172267"	11	106686095	0.255259
"SNP_A-2088849"	11	106686629	0.16072
"SNP_A-1845029"	11	106686791	0.570202
"SNP_A-1868699"	11	106686986	0.580176
"SNP_A-1828840"	11	106694939	0.531853
"SNP_A-2296871"	11	106698596	0.422709
"SNP_A-1845576"	11	106711228	0.475095
"SNP_A-2128967"	11	106725669	0.353957
"SNP_A-2064847"	11	106792349	0.426693
"SNP_A-4206502"	11	106800778	0.666476
"SNP_A-4220805"	11	106801309	0.373733
"SNP_A-2249382"	11	106801642	0.511154
"SNP_A-2015250"	11	106801933	0.241382
"SNP_A-2064536"	11	106820087	0.559539
"SNP_A-1926762"	11	106820521	0.397593
"SNP_A-2251312"	11	106821090	0.405579
"SNP_A-4215539"	11	106833754	0.151201
"SNP_A-2091511"	11	106843727	0.105956
"SNP_A-2129828"	11	106844365	0.877665
"SNP_A-2002213"	11	106846156	0.484535
"SNP_A-2015305"	11	106846750	0.05118
"SNP_A-2171797"	11	106865300	0.166256
"SNP_A-2089926"	11	106868669	0.241322
"SNP_A-1933546"	11	106877275	0.306369
"SNP_A-2146882"	11	106877684	0.401897
"SNP_A-4215542"	11	106882220	-0.019815
"SNP_A-4226754"	11	106882334	-0.044109
"SNP_A-2238118"	11	106921822	0.538253
"SNP_A-2227232"	11	106921994	0.56513
"SNP_A-4236801"	11	106922103	-0.088973
"SNP_A-1859281"	11	106922204	0.601243
"SNP_A-1947531"	11	106929243	0.634392
"SNP_A-2121491"	11	106938822	0.299156
"SNP_A-1955899"	11	106939045	0.874314
"SNP_A-2191440"	11	106939916	0.24772
"SNP_A-2048312"	11	106949916	0.645949
"SNP_A-2296462"	11	106959737	0.297789
"SNP_A-2002215"	11	106959759	0.2787
"SNP_A-2015480"	11	106959956	0.48521
"SNP_A-2255187"	11	106961389	0.176635
"SNP_A-2002216"	11	106964269	0.417186
"SNP_A-1937891"	11	106990108	0.69572
"SNP_A-2098194"	11	106990774	0.430284
"SNP_A-2276062"	11	106990943	0.162847
"SNP_A-2162589"	11	107040834	0.386792
"SNP_A-2071138"	11	107047029	0.430887
"SNP_A-4204580"	11	107049207	0.506445
"SNP_A-4193512"	11	107052860	0.12844
"SNP_A-4237220"	11	107071767	0.42847
"SNP_A-1791951"	11	107077060	0.25404
"SNP_A-2295398"	11	107084771	0.313495
"SNP_A-2176765"	11	107088095	0.663286
"SNP_A-1824250"	11	107088297	0.530723
"SNP_A-2225344"	11	107089864	0.386923
"SNP_A-2301256"	11	107091031	0.419092
"SNP_A-1899044"	11	107091451	0.562082
"SNP_A-2002219"	11	107092526	0.488856
"SNP_A-2046165"	11	107095545	0.095898
"SNP_A-4199575"	11	107129408	0.605759
"SNP_A-1856429"	11	107168000	0.39462
"SNP_A-2213781"	11	107176811	0.421169
"SNP_A-4240680"	11	107198330	0.525942
"SNP_A-2215163"	11	107199140	0.441798
"SNP_A-2088662"	11	107206236	0.138019
"SNP_A-2218534"	11	107206994	0.127481
"SNP_A-4239707"	11	107210818	0.924191
"SNP_A-1896534"	11	107212042	0.479745
"SNP_A-4229059"	11	107212100	0.314716
"SNP_A-2248684"	11	107212201	-0.043854
"SNP_A-2177836"	11	107216186	0.519169
"SNP_A-2144434"	11	107222310	0.63105
"SNP_A-2215048"	11	107226151	0.506458
"SNP_A-2288911"	11	107252235	0.412492
"SNP_A-2085716"	11	107261761	0.185577
"SNP_A-4195316"	11	107270609	0.449791
"SNP_A-4226458"	11	107335824	0.501763
"SNP_A-2253767"	11	107346114	0.407905
"SNP_A-4222146"	11	107368940	0.03972
"SNP_A-2155584"	11	107401046	0.532157
"SNP_A-2015703"	11	107415419	0.659751
"SNP_A-2059419"	11	107419503	0.323645
"SNP_A-2244467"	11	107420079	0.70259
"SNP_A-2268348"	11	107429314	0.431927
"SNP_A-1906549"	11	107451612	0.975401
"SNP_A-4217503"	11	107461287	0.710324
"SNP_A-1839707"	11	107461981	0.197909
"SNP_A-2202522"	11	107476196	-0.023237
"SNP_A-4200320"	11	107511257	0.250114
"SNP_A-1901623"	11	107512949	0.53075
"SNP_A-1840526"	11	107571340	0.333451
"SNP_A-4199363"	11	107579542	0.602563
"SNP_A-4219376"	11	107589723	0.728489
"SNP_A-4236168"	11	107593057	0.271165
"SNP_A-2015773"	11	107595920	0.269549
"SNP_A-2277116"	11	107602543	0.151907
"SNP_A-2041171"	11	107626943	0.635126
"SNP_A-4235867"	11	107627802	0.597149
"SNP_A-4196364"	11	107659307	-0.034325
"SNP_A-1907368"	11	107674073	0.13191
"SNP_A-2128296"	11	107674205	0.580449
"SNP_A-1957748"	11	107685623	0.505146
"SNP_A-2171358"	11	107723406	-0.333226
"SNP_A-2314394"	11	107726213	0.218572
"SNP_A-2121315"	11	107726309	-0.155107
"SNP_A-1926245"	11	107728011	0.370768
"SNP_A-2002228"	11	107756573	0.08289
"SNP_A-2002229"	11	107758462	0.622356
"SNP_A-4219321"	11	107776352	0.296355
"SNP_A-2170970"	11	107830026	0.363814
"SNP_A-4217456"	11	107866788	0.292951
"SNP_A-2063629"	11	107885084	0.274015
"SNP_A-2030249"	11	107885191	0.235457
"SNP_A-2015998"	11	107919389	0.100652
"SNP_A-4215610"	11	107934986	0.839914
"SNP_A-4237373"	11	107937845	0.26409
"SNP_A-1893403"	11	107939925	0.353961
"SNP_A-1787397"	11	107952808	0.3297
"SNP_A-4201063"	11	107965812	0.201611
"SNP_A-2016031"	11	107967316	0.58116
"SNP_A-2016032"	11	107967747	0.319267
"SNP_A-2033630"	11	107983350	0.138691
"SNP_A-2052117"	11	107983913	0.446879
"SNP_A-2060207"	11	107984033	0.332717
"SNP_A-4214165"	11	107990612	0.350573
"SNP_A-4198752"	11	107991327	0.649027
"SNP_A-2048689"	11	108000751	0.329435
"SNP_A-2074542"	11	108003562	0.426234
"SNP_A-2064605"	11	108003920	0.573769
"SNP_A-1828996"	11	108008777	0.229169
"SNP_A-2217235"	11	108008882	0.200783
"SNP_A-2144451"	11	108015771	0.380603
"SNP_A-2240705"	11	108035127	0.329611
"SNP_A-2095988"	11	108051678	0.488915
"SNP_A-1869540"	11	108051787	0.548178
"SNP_A-2256840"	11	108097225	0.360959
"SNP_A-2016109"	11	108101387	0.378846
"SNP_A-2002230"	11	108102600	0.485748
"SNP_A-2117276"	11	108113668	0.339786
"SNP_A-2208534"	11	108145600	0.343663
"SNP_A-4202741"	11	108184556	0.33927
"SNP_A-4196883"	11	108185679	0.668152
"SNP_A-2109429"	11	108193907	0.359294
"SNP_A-2016155"	11	108229510	0.398165
"SNP_A-4215631"	11	108244986	0.143191
"SNP_A-1930068"	11	108246157	0.519351
"SNP_A-2214439"	11	108274771	0.391821
"SNP_A-2233438"	11	108276307	0.279144
"SNP_A-2002232"	11	108276355	0.566888
"SNP_A-2255622"	11	108276860	0.485653
"SNP_A-1923899"	11	108287918	0.789833
"SNP_A-2026893"	11	108309577	0.432134
"SNP_A-2222960"	11	108310907	0.456283
"SNP_A-2016202"	11	108312135	0.518459
"SNP_A-1784906"	11	108355525	-0.013646
"SNP_A-1813064"	11	108355597	0.484309
"SNP_A-1784397"	11	108387014	0.067792
"SNP_A-2221608"	11	108395930	0.407244
"SNP_A-2186567"	11	108406015	0.091906
"SNP_A-2096365"	11	108418533	0.563319
"SNP_A-2222044"	11	108419593	0.597758
"SNP_A-1822044"	11	108419940	0.307291
"SNP_A-1837926"	11	108425255	0.270098
"SNP_A-4215652"	11	108425691	0.214909
"SNP_A-2139945"	11	108442886	0.362964
"SNP_A-1890873"	11	108469609	0.433702
"SNP_A-2063862"	11	108491305	0.559416
"SNP_A-1894893"	11	108497512	0.437275
"SNP_A-2264847"	11	108503172	0.09815
"SNP_A-1957825"	11	108540425	0.490125
"SNP_A-2016358"	11	108541206	0.155421
"SNP_A-4215662"	11	108545743	0.248127
"SNP_A-4200196"	11	108546412	0.010583
"SNP_A-2016367"	11	108547568	0.505279
"SNP_A-2259737"	11	108547884	0.488657
"SNP_A-2221356"	11	108550308	0.460258
"SNP_A-2307127"	11	108581560	0.471292
"SNP_A-1836295"	11	108582443	0.112081
"SNP_A-1897505"	11	108591032	0.125397
"SNP_A-2148664"	11	108608276	0.406236
"SNP_A-1948660"	11	108608422	0.276832
"SNP_A-2218037"	11	108624509	0.176147
"SNP_A-4222287"	11	108661992	0.64829
"SNP_A-2122486"	11	108684783	0.585178
"SNP_A-1820673"	11	108706006	0.43222
"SNP_A-2082918"	11	108724267	0.217943
"SNP_A-1959215"	11	108730581	0.529937
"SNP_A-2032850"	11	108753335	0.210199
"SNP_A-1839043"	11	108753397	0.414963
"SNP_A-2025520"	11	108754155	0.437291
"SNP_A-1891207"	11	108759789	0.03308
"SNP_A-2094848"	11	108789263	0.2634
"SNP_A-2095793"	11	108790195	0.38774
"SNP_A-4240992"	11	108817480	0.262178
"SNP_A-2035899"	11	108821994	0.327866
"SNP_A-2130598"	11	108833631	0.381445
"SNP_A-2058488"	11	108886897	0.201571
"SNP_A-2102234"	11	108887489	0.38345
"SNP_A-4215683"	11	108887935	0.71425
"SNP_A-1852843"	11	108896507	0.427746
"SNP_A-4215686"	11	108898049	0.545447
"SNP_A-4233579"	11	108965815	0.267776
"SNP_A-2225892"	11	108967248	-0.120198
"SNP_A-4198213"	11	108967737	0.240044
"SNP_A-4201971"	11	108968585	0.438063
"SNP_A-2016535"	11	108973347	0.353142
"SNP_A-4238306"	11	109001418	0.253513
"SNP_A-1938004"	11	109010787	0.62784
"SNP_A-2002235"	11	109054020	0.497412
"SNP_A-2246131"	11	109054162	0.291095
"SNP_A-1936880"	11	109059765	0.493056
"SNP_A-4214166"	11	109087503	0.777514
"SNP_A-2186574"	11	109107224	0.884472
"SNP_A-2016581"	11	109118243	1.033455
"SNP_A-2016587"	11	109120868	1.207285
"SNP_A-2265710"	11	109126084	1.225656
"SNP_A-1921549"	11	109128479	0.772966
"SNP_A-2016613"	11	109146182	1.114902
"SNP_A-4196646"	11	109163093	0.69664
"SNP_A-2270661"	11	109163605	1.017522
"SNP_A-2209522"	11	109165756	0.853829
"SNP_A-1803032"	11	109167743	1.128792
"SNP_A-1890035"	11	109174909	0.985115
"SNP_A-4215705"	11	109192230	0.791245
"SNP_A-1835662"	11	109205579	1.529913
"SNP_A-1883849"	11	109223649	1.318415
"SNP_A-4226188"	11	109243569	0.737438
"SNP_A-2173893"	11	109292524	0.61102
"SNP_A-2016728"	11	109297912	0.560184
"SNP_A-2153738"	11	109304826	0.867689
"SNP_A-2192337"	11	109310239	0.896946
"SNP_A-2310107"	11	109321017	0.972103
"SNP_A-4222844"	11	109323040	0.540083
"SNP_A-1902417"	11	109354797	0.739922
"SNP_A-4204013"	11	109359493	0.341394
"SNP_A-2250061"	11	109366322	0.616029
"SNP_A-2136931"	11	109374463	0.828141
"SNP_A-2016768"	11	109375271	0.969444
"SNP_A-2256192"	11	109375293	1.145584
"SNP_A-2016769"	11	109375484	0.625994
"SNP_A-2002236"	11	109376162	1.063647
"SNP_A-2270796"	11	109403995	0.753981
"SNP_A-2232313"	11	109414195	0.910476
"SNP_A-1797524"	11	109424560	0.555724
"SNP_A-1941338"	11	109431994	-0.043931
"SNP_A-2136651"	11	109437279	0.797664
"SNP_A-4193973"	11	109449324	0.896119
"SNP_A-2108334"	11	109452719	0.35014
"SNP_A-2016818"	11	109453752	1.264883
"SNP_A-1844200"	11	109455569	0.737983
"SNP_A-1958512"	11	109477438	0.774737
"SNP_A-2118191"	11	109478975	0.395683
"SNP_A-4225360"	11	109480246	0.908554
"SNP_A-4197034"	11	109484785	0.990399
"SNP_A-4223491"	11	109484797	1.089909
"SNP_A-1896663"	11	109485155	0.953074
"SNP_A-1792417"	11	109501856	1.150976
"SNP_A-2261651"	11	109503064	0.786387
"SNP_A-1861606"	11	109523675	0.142401
"SNP_A-2312721"	11	109524562	1.163058
"SNP_A-2152370"	11	109526092	0.588646
"SNP_A-2124768"	11	109526143	0.815195
"SNP_A-2130658"	11	109529896	0.527416
"SNP_A-2074332"	11	109538856	0.874273
"SNP_A-2033478"	11	109549030	1.042831
"SNP_A-1835204"	11	109550351	0.76657
"SNP_A-4228708"	11	109550941	1.087289
"SNP_A-4222411"	11	109551441	0.494705
"SNP_A-2118333"	11	109582754	0.62414
"SNP_A-1813983"	11	109596984	0.918763
"SNP_A-4218354"	11	109623574	0.796764
"SNP_A-1941405"	11	109624004	0.921673
"SNP_A-2016968"	11	109627636	0.702377
"SNP_A-2308484"	11	109632384	0.61946
"SNP_A-2310780"	11	109636341	0.119881
"SNP_A-1805007"	11	109663541	0.877458
"SNP_A-1936415"	11	109706001	0.138417
"SNP_A-4235970"	11	109707745	0.38972
"SNP_A-4207432"	11	109719592	0.376724
"SNP_A-1890243"	11	109719781	0.500432
"SNP_A-1896876"	11	109721882	0.245945
"SNP_A-4233627"	11	109721966	0.488604
"SNP_A-2091980"	11	109722350	-0.064506
"SNP_A-4230145"	11	109722392	0.465278
"SNP_A-2023344"	11	109727259	0.333719
"SNP_A-1835160"	11	109727719	0.370778
"SNP_A-2100173"	11	109736933	0.514398
"SNP_A-1887676"	11	109742509	0.566149
"SNP_A-2165007"	11	109749132	0.380128
"SNP_A-4215746"	11	109749438	0.426677
"SNP_A-4215747"	11	109749455	0.516249
"SNP_A-1893014"	11	109756165	0.262993
"SNP_A-2196692"	11	109783718	1.093437
"SNP_A-2189444"	11	109803757	-0.109524
"SNP_A-1801834"	11	109807853	0.667863
"SNP_A-2105867"	11	109809813	-0.168639
"SNP_A-2017112"	11	109836841	0.212612
"SNP_A-1830486"	11	109844408	0.279454
"SNP_A-2250739"	11	109862633	0.209089
"SNP_A-1941921"	11	109885856	0.663241
"SNP_A-1912565"	11	109900417	0.258093
"SNP_A-2139349"	11	109900744	0.315048
"SNP_A-2165855"	11	109907604	0.265898
"SNP_A-2147017"	11	109950861	0.421237
"SNP_A-1803375"	11	109951436	0.48902
"SNP_A-4215764"	11	109957639	0.522065
"SNP_A-2017223"	11	109963395	0.873516
"SNP_A-1912547"	11	109977240	0.526192
"SNP_A-4240267"	11	110010931	0.444464
"SNP_A-2017254"	11	110016258	0.682974
"SNP_A-2052575"	11	110023638	0.424603
"SNP_A-4215769"	11	110043499	0.634442
"SNP_A-4231404"	11	110083558	0.197823
"SNP_A-2017304"	11	110093466	0.228884
"SNP_A-1876343"	11	110107082	0.432788
"SNP_A-1905364"	11	110107608	0.293857
"SNP_A-2093334"	11	110109503	0.438247
"SNP_A-2144635"	11	110111049	0.481201
"SNP_A-1914911"	11	110111771	0.616675
"SNP_A-2293609"	11	110112521	0.401855
"SNP_A-2052319"	11	110112692	0.593283
"SNP_A-4199553"	11	110113005	0.177125
"SNP_A-4199442"	11	110113019	0.233506
"SNP_A-4240864"	11	110115896	0.438539
"SNP_A-2077001"	11	110118473	0.30568
"SNP_A-2017349"	11	110139063	0.506322
"SNP_A-2017350"	11	110139355	0.380479
"SNP_A-4203454"	11	110140114	0.37272
"SNP_A-2056132"	11	110143356	0.621828
"SNP_A-2249780"	11	110144606	0.485969
"SNP_A-2260296"	11	110154195	0.257829
"SNP_A-1933327"	11	110154480	0.760046
"SNP_A-2017358"	11	110156678	0.344078
"SNP_A-2128371"	11	110167354	0.527934
"SNP_A-2017379"	11	110172833	0.398471
"SNP_A-4238373"	11	110176874	0.410079
"SNP_A-4215780"	11	110186162	0.630415
"SNP_A-1790388"	11	110187428	0.33402
"SNP_A-4195548"	11	110188164	0.415931
"SNP_A-1853978"	11	110190436	0.281205
